author_name,3gram1,3gram2,3gram3
maxbachmann,deploying to ghpages,to ghpages from,ghpages from ghpages
yufeng04,fix bug 11610,bug 11610 pagination,11610 pagination disappear
pissang,fixmap fix slice,fix slice is,slice is not
Yi Shen,merge pull request,pull request 11952,request 11952 from
Yi Shen,merge pull request,pull request 11956,request 11956 from
Enmotus-Dave-Cohen,merge branch master,branch master of,master of httpsgithubcomdavidcohendiskspd
David Cohen,merge pull request,pull request 23,request 23 from
David Cohen,merge pull request,pull request 24,request 24 from
NewsTools,created text for,text for url,for url wwwnewtelegraphngcom201912thesenatewithoutdino
tkeffer@gmail.com,changed default unit,default unit labels,unit labels to
Penguin-Guru,misc and more,and more proper,more proper fixes
Penguin-Guru,did i mention,i mention i,mention i dont
DAVID SHIN,automatically backed up,backed up by,up by learn
Wink Saville,add support for,support for csv,for csv header
Renovate Bot,update dependency coveralls,dependency coveralls to,coveralls to 309
Renovate Bot,update dependency husky,dependency husky to,husky to 310
Renovate Bot,update dependency lintstaged,dependency lintstaged to,lintstaged to 950
Renovate Bot,update dependency prettier,dependency prettier to,prettier to 1191
Gabriel Schulhof,remove static cast,static cast in,cast in constructor
Jason Seidler,added use of,use of routes,of routes for
Jason Seidler,commented out unused,out unused thunk,unused thunk reducer
Jason Seidler,added curl controller,curl controller file,controller file not
Jason Seidler,added curlrouter for,curlrouter for intial,for intial post
CarlLazarus,add branch text,branch text test,text test branching
CarlLazarus,merge pull request,pull request 1,request 1 from
jadcoinc,merge pull request,pull request 7,request 7 from
xuri,add docs for,docs for 3d,for 3d cone
CorneliaKelinske,just fiddling around,fiddling around a,around a little
Silvan Mosberger,readd stateversions were,stateversions were left,were left out
Travis CI,deploy to github,to github pages,github pages wed
hrsh38,merge pull request,pull request 3,request 3 from
AdrianValenciaSantos,final updates for,updates for mobile,for mobile format
Travis Builder,deployed 9ac280c8e with,9ac280c8e with mkdocs,with mkdocs version
Ri Xin Yang,automatically backed up,backed up by,up by learn
algol60,glyphs cope with,cope with text,with text that
dependabot-preview[bot],bump annotate from,annotate from a05e458,from a05e458 to
dependabot-preview[bot],merge pull request,pull request 196,request 196 from
Your Name,wed jan 1,jan 1 005756,1 005756 utc
David Liman,solved the extra,the extra space,extra space navigation
David Liman,handle each p,each p child,p child nodes
Ryan Mullett,modify filefind to,filefind to find,to find all
Your Name,wed jan 1,jan 1 005759,1 005759 utc
Jack Howard,basic webpack react,webpack react babel,react babel setup
Jack Howard,build for webpack,for webpack folder,webpack folder build
Jack Howard,merge pull request,pull request 4,request 4 from
Jack Howard,merge branch master,branch master into,master into netlifyinfo
John Leider,chorerelease publish s,publish s vuetifyclipluginutils004,s vuetifyclipluginutils004 vueclipluginvuetifypresetbasil100
Charlie J,gitbook master 3,master 3 pages,3 pages modified
ejelome,replace theme with,theme with homepage,with homepage added
Zachary Jacobs,automatically backed up,backed up by,up by learn
root,tb 20200101 005802,20200101 005802 utc,005802 utc 2c9d3f0d2777845b988dae365d8a585756163acb1356b077eb1a27caf1aee7f5
Irfan Baqui,merge branch master,branch master of,master of githubcomsapphiresafiyaashishenterprise
dependabot-preview[bot],bump mavensourceplugin from,mavensourceplugin from 310,from 310 to
jeffrey d johnson,changed setup moved,setup moved file,moved file untested
mligor,added battery percentage,battery percentage for,percentage for thermostat
Ri Xin Yang,automatically backed up,backed up by,up by learn
gabriel-chen,merge changes on,changes on adding,on adding new
Andreas Möller,fix remove possibility,remove possibility to,possibility to specify
Florian Seidl -Schulz,version0659 satellites work,satellites work now,work now and
joanlb,small is a,is a real,a real html
Ri Xin Yang,automatically backed up,backed up by,up by learn
Arindam Nayak,added basic backup,basic backup test,backup test signedoffby
Arindam Nayak,changed assertion signedoffby,assertion signedoffby arindam,signedoffby arindam nayak
Arindam Nayak,fixed backup test,backup test for,test for rdonly
Arindam Nayak,added backup test,backup test for,test for master
Arindam Nayak,fix error signedoffby,error signedoffby arindam,signedoffby arindam nayak
Arindam Nayak,added testmasterslavesamebackup signedoffby,testmasterslavesamebackup signedoffby arindam,signedoffby arindam nayak
Arindam Nayak,added rest all,rest all testcases,all testcases signedoffby
Arindam Nayak,added replication assertions,replication assertions and,assertions and fixed
deepthi,include go in,go in unittestrace,in unittestrace instead
Arindam Nayak,migrated recoverypy to,recoverypy to go,to go 49
Arindam Nayak,merge branch master,branch master into,master into talbackuptest
Arindam Nayak,moved backup recovery,backup recovery to,recovery to separate
Morgan Tocker,merge pull request,pull request 5629,request 5629 from
deepthi,vtgatetest round duration,round duration before,duration before checking
Deepthi Sigireddi,merge pull request,pull request 5619,request 5619 from
Sugu Sougoumarane,merge pull request,pull request 5633,request 5633 from
Sugu Sougoumarane,build temporary unbreak,temporary unbreak for,unbreak for make
Morgan Tocker,use matrix build,matrix build for,build for clusterendtoend
Morgan Tocker,add eatmydata signedoffby,eatmydata signedoffby morgan,signedoffby morgan tocker
Morgan Tocker,merge pull request,pull request 5635,request 5635 from
George McGuire,added color levels,color levels on,levels on earthquake
Benito Perdomo,se remueve el,remueve el nombre,el nombre de
Scott Lahteine,update readme with,readme with status,with status badge
Scott Lahteine,update mfpub for,mfpub for current,for current marlindocumentation
Scott Lahteine,fix max7219 with,max7219 with 256,with 256 or
Scott Lahteine,fix games menu,games menu back,menu back item
liminghuang,merge remotetracking branch,remotetracking branch marlinbugfix20x,branch marlinbugfix20x into
root,mirmon export on,export on wed,on wed 01
rrampen,add files and,files and trees,and trees client
Viraf Karai,ce47 now handling,now handling gzipped,handling gzipped files
Kevin McGrevey,correct worstfansteamid and,worstfansteamid and test,and test to
Kevin McGrevey,update worstfans test,worstfans test for,test for new
netdatabot,ci skip create,skip create nightly,create nightly packages
netdatabot,package amd64 debbuild,amd64 debbuild latest,debbuild latest package
netdatabot,package i386 debbuild,i386 debbuild latest,debbuild latest package
netdatabot,package amd64 rpmbuild,amd64 rpmbuild latest,rpmbuild latest package
netdatabot,package i386 rpmbuild,i386 rpmbuild latest,rpmbuild latest package
Dan Pollak,chore standardize default,standardize default parameter,default parameter setup
Daniel Azuma,use googleclouderrors instead,googleclouderrors instead of,instead of googlecloudcore
Ryan Senanayake,fix bug where,bug where iterators,where iterators in
Christopher M. Cantalupo,add piping to,piping to delegate,to delegate signals
Christopher M. Cantalupo,split profileiogroup supporting,profileiogroup supporting objects,supporting objects into
Christopher M. Cantalupo,implement profileeventquery changeid,profileeventquery changeid i90cf065dde49eb175088561ac6de4ed96d739bff,changeid i90cf065dde49eb175088561ac6de4ed96d739bff signedoffby
Christopher M. Cantalupo,revert on squash,on squash adding,squash adding some
Christopher M. Cantalupo,add getters and,getters and setters,and setters for
Christopher M. Cantalupo,starting to fill,to fill in,fill in profilerank
Christopher M. Cantalupo,replace these classes,these classes with,classes with structurs
Christopher M. Cantalupo,remove runtimeregulator epochruntimeregulator,runtimeregulator epochruntimeregulator and,epochruntimeregulator and profileiosample
Christopher M. Cantalupo,moving methods from,methods from applicationio,from applicationio to
Christopher M. Cantalupo,add stubs for,stubs for reporter,for reporter accounting
Leonel Chaves,creación de error,de error para,error para eliminar
Leonel Chaves,creacion de boton,de boton para,boton para enviar
Leonel Chaves,se agrega nuevo,agrega nuevo submodulo,nuevo submodulo de
Leonel Chaves,se trae del,trae del repositorio,del repositorio de
Ryuhouji,added macro for,macro for dynamic,for dynamic double
John Leider,chorepresets update invalid,update invalid release,invalid release versions
John Leider,chorerelease publish s,publish s vuetifyclipluginutils004,s vuetifyclipluginutils004 vueclipluginvuetifypresetbasil100
Renovate Bot,fixdeps update emotion,update emotion monorepo,emotion monorepo to
Mikazuki,fixdeps update emotion,update emotion monorepo,emotion monorepo to
Brian Zenger,recognize preexisting objectstateudt,preexisting objectstateudt if,objectstateudt if an
Brian Zenger,handle array redim,array redim external,redim external to
Brian Zenger,fixed preexisting udtmembers,preexisting udtmembers name,udtmembers name change
Brian Zenger,added two failing,two failing tests,failing tests and
Brian Zenger,refactoring wip returned,wip returned to,returned to strategy
DAVID SHIN,automatically backed up,backed up by,up by learn
Ryan Senanayake,fix bug where,bug where iterators,where iterators in
Sumu,complete score position,score position function,position function in
CLIFF CRELIN,automatically backed up,backed up by,up by learn
Your Name,wed jan 1,jan 1 005825,1 005825 utc
Nicole Rothenay,automatically backed up,backed up by,up by learn
Arthur Lisek-Koper,deal with different,with different udp,different udp payload
Arthur Lisek-Koper,reduce buffer size,buffer size the,size the packets
Arthur Lisek-Koper,add sample inputreport,sample inputreport json,inputreport json object
Arthur Lisek-Koper,send c in,c in front,in front of
Arthur Lisek-Koper,merge branch master,branch master into,master into multimessagesupport
ayerest,fixed category list,category list style,list style issue
LuisLoureiro,new content on,content on the,on the database
Taishawn King,automatically backed up,backed up by,up by learn
Taishawn King,automatically backed up,backed up by,up by learn
Taishawn King,automatically backed up,backed up by,up by learn
Koichi Shiraishi,language fix handle,fix handle interface,handle interface value
